ValidedTID,Check
2010101775-2,
2010101777-8,
2010101778-6,
2010101779-4,
2010101780-2,
2010101781-0,
2010101782-8,
2010101783-6,
2010101784-4,
2010101785-1,
2010101786-9,
2010101787-7,
2010101788-5,
2010101789-3,
2010101790-1,
2010101791-9,
2010101792-7,
2010101793-5,
2010101794-3,
2010101795-0,
2010101796-8,
2010101797-6,
2010101799-2,
2010101800-8,
2010101801-6,
2010101802-4,
2010101803-2,
2010101804-0,
2010101805-7,
2010101807-3,
2010101808-1,
2010101809-9,
2010101810-7,
2010101811-5,
2010101812-3,
2010101813-1,
2010101814-9,
2010101815-6,
2010101816-4,
2010101817-2,
2010101818-0,
2010101819-8,
2010101820-6,
2010101821-4,
2010101822-2,
2010101823-0,
2010101824-8,
2010101825-5,
2010101826-3,
2010101827-1,
2010101829-7,
2010101830-5,
2010101831-3,
2010101832-1,
2010101833-9,
201010183-4,
2010101834-7,
2010101835-4,
2010101836-2,
2010101837-0,
2010101838-8,
2010101839-6,
2010101840-4,
2010101841-2,
2010101842-0,
2010101843-8,
2010101844-6,
2010101845-3,
2010101846-1,
2010101847-9,
2010101848-7,
2010101849-5,
2010101850-3,
2010101851-1,
2010101852-9,
2010101853-7,
2010101854-5,
2010101855-2,
2010101856-0,
2010101857-8,
2010101858-6,
2010101859-4,
2010101860-2,
2010101861-0,
2010101862-8,
2010101863-6,
2010101864-4,
2010101865-1,
2010101866-9,
2010101867-7,
2010101868-5,
2010101869-3,
2010101871-9,
2010101872-7,
2010101874-3,
2010101875-0,
2010101876-8,
2010101877-6,
2010101878-4,
2010101880-0,
2010101881-8,
2010101882-6,
2010101884-2,
2010101885-9,
2010101886-7,
2010101887-5,
2010101888-3,
2010101889-1,
2010101890-9,
2010101892-5,
2010101893-3,
2010101894-1,
2010101895-8,
2010101896-6,
2010101897-4,
2010101898-2,
2010101899-0,
2010101900-6,
2010101901-4,
2010101902-2,
2010101903-0,
2010101904-8,
2010101905-5,
2010101906-3,
2010101907-1,
2010101908-9,
2010101909-7,
2010101910-5,
2010101911-3,
2010101912-1,
2010101913-9,
2010101914-7,
2010101915-4,
2010101916-2,
2010101917-0,
2010101918-8,
2010101919-6,
2010101920-4,
2010101921-2,
2010101922-0,
2010101923-8,
2010101924-6,
2010101925-3,
2010101926-1,
2010101927-9,
2010101928-7,
2010101930-3,
2010101931-1,
2010101933-7,
2010101934-5,
2010101936-0,
2010101937-8,
2010101938-6,
2010101939-4,
2010101940-2,
2010101941-0,
2010101942-8,
2010101943-6,
2010101944-4,
2010101945-1,
2010101946-9,
2010101948-5,
2010101949-3,
2010101950-1,
2010101951-9,
2010101952-7,
2010101953-5,
2010101954-3,
2010101955-0,
2010101956-8,
2010101957-6,
2010101958-4,
2010101959-2,
2010101960-0,
2010101961-8,
2010101962-6,
2010101963-4,
2010101964-2,
2010101965-9,
2010101966-7,
2010101967-5,
2010101968-3,
2010101969-1,
2010101970-9,
2010101971-7,
2010101972-5,
2010101973-3,
2010101974-1,
2010101975-8,
2010101976-6,
2010101978-2,
2010101979-0,
2010101980-8,
2010101981-6,
2010101982-4,
2010101983-2,
2010101984-0,
2010101985-7,
2010101986-5,
2010101987-3,
2010101988-1,
2010101989-9,
2010101990-7,
2010101991-5,
2010101992-3,
2010101993-1,
2010101994-9,
2010101995-6,
2010101996-4,
2010101997-2,
2010101998-0,
2010101999-8,
2010102001-2,
2010102002-0,
2010102003-8,
2010102005-3,
2010102006-1,
2010102007-9,
2010102008-7,
2010102009-5,
2010102010-3,
2010102011-1,
2010102012-9,
2010102013-7,
2010102014-5,
2010102015-2,
2010102016-0,
2010102017-8,
2010102018-6,
2010102020-2,
2010102021-0,
2010102022-8,
2010102024-4,
2010102025-1,
2010102026-9,
2010102027-7,
2010102028-5,
2010102029-3,
2010102030-1,
2010102031-9,
2010102032-7,
2010102033-5,
2010102034-3,
2010102035-0,
2010102036-8,
2010102037-6,
2010102038-4,
2010102039-2,
2010102040-0,
2010102041-8,
2010102042-6,
2010102043-4,
2010102044-2,
2010102045-9,
2010102046-7,
2010102047-5,
2010102048-3,
2010102049-1,
2010102050-9,
2010102051-7,
2010102052-5,
2010102054-1,
2010102055-8,
2010102056-6,
2010102057-4,
2010102058-2,
2010102059-0,
2010102060-8,
2010102061-6,
2010102063-2,
2010102064-0,
2010102065-7,
2010102066-5,
2010102067-3,
2010102068-1,
2010102069-9,
2010102070-7,
2010102071-5,
2010102072-3,
2010102073-1,
2010102074-9,
2010102075-6,
2010102076-4,
2010102077-2,
2010102078-0,
2010102079-8,
2010102080-6,
2010102081-4,
2010102082-2,
2010102083-0,
2010102084-8,
2010102085-5,
2010102086-3,
2010102087-1,
2010102089-7,
2010102090-5,
2010102091-3,
2010102092-1,
2010102093-9,
2010102094-7,
2010102095-4,
2010102097-0,
2010102098-8,
2010102099-6,
2010102100-2,
2010102101-0,
2010102102-8,
2010102103-6,
2010102104-4,
2010102105-1,
2010102106-9,
2010102107-7,
2010102108-5,
2010102109-3,
2010102110-1,
2010102111-9,
2010102112-7,
2010102113-5,
2010102114-3,
2010102115-0,
2010102116-8,
2010102117-6,
2010102118-2,
2010102118-4,
2010102122-6,
2010102123-4,
2010102124-2,
2010102126-7,
2010102127-5,
2010102128-3,
2010102129-1,
2010102131-7,
2010102132-5,
2010102133-3,
2010102134-1,
2010102135-8,
2010102136-6,
2010102137-4,
2010102138-2,
2010102139-0,
2010102140-8,
2010102141-6,
2010102142-4,
2010102143-2,
2010102144-0,
2010102145-7,
2010102146-5,
2010102147-3,
2010102148-1,
2010102149-9,
2010102150-7,
2010102151-5,
2010102152-3,
2010102153-1,
2010102154-9,
2010102155-6,
2010102156-4,
2010102157-2,
2010102158-0,
2010102159-8,
2010102160-6,
2010102161-4,
2010102162-2,
2010102163-0,
2010102164-8,
2010102165-5,
2010102166-3,
2010102167-1,
2010102168-9,
2010102169-7,
2010102170-5,
2010102171-3,
2010102172-1,
2010102173-9,
2010102174-7,
2010102175-4,
2010102176-2,
2010102177-0,
2010102178-8,
2010102179-6,
2010102180-4,
2010102181-2,
2010102182-0,
2010102183-8,
2010102185-3,
2010102186-1,
2010102187-9,
2010102188-7,
2010102189-5,
2010102190-3,
2010102191-1,
2010102192-9,
2010102193-7,
2010102194-5,
2010102195-2,
2010102196-0,
2010102197-8,
2010102198-6,
2010102199-4,
2010102200-0,
2010102201-8,
2010102202-6,
2010102203-4,
2010102204-2,
2010102205-9,
2010102206-7,
2010102207-5,
2010102208-3,
2010102209-1,
2010102210-9,
2010102211-7,
2010102212-5,
2010102214-1,
2010102215-8,
2010102216-6,
2010102217-4,
2010102218-2,
2010102219-0,
2010102220-8,
2010102221-6,
2010102222-4,
2010102223-2,
2010102224-0,
2010102225-7,
2010102226-5,
2010102227-3,
2010102228-1,
2010102229-9,
2010102230-7,
2010102231-5,
2010102233-1,
2010102234-9,
2010102235-6,
2010102236-4,
2010102237-2,
2010102238-0,
2010102239-8,
2010102240-6,
2010102241-4,
2010102242-2,
2010102244-8,
2010102245-5,
2010102246-3,
2010102247-1,
2010102248-9,
2010102249-7,
2010102250-5,
2010102251-3,
2010102252-1,
2010102253-9,
2010102254-7,
2010102255-4,
2010102257-0,
2010102258-8,
2010102259-6,
2010102260-4,
2010102261-2,
2010102262-0,
2010102263-8,
2010102264-6,
2010102265-3,
2010102266-1,
2010102267-9,
2010102268-7,
2010102269-5,
2010102271-1,
2010102272-9,
2010102273-7,
2010102274-5,
2010102275-2,
2010102276-0,
2010102277-8,
2010102278-6,
2010102279-4,
2010102280-2,
2010102281-0,
2010102282-8,
2010102283-6,
2010102284-4,
2010102285-1,
2010102286-9,
2010102287-7,
2010102289-3,
2010102290-1,
2010102291-9,
2010102292-7,
2010102293-5,
2010102294-3,
2010102296-8,
2010102297-6,
2010102299-2,
2010102300-8,
2010102301-6,
2010102302-4,
2010102303-2,
2010102304-0,
2010102305-7,
2010102306-5,
2010102307-3,
2010102308-1,
2010102309-9,
2010102310-7,
2010102311-5,
2010102312-3,
2010102313-1,
2010102315-6,
2010102316-4,
2010102317-2,
2010102318-0,
2010102319-8,
2010102320-6,
2010102321-4,
2010102322-2,
2010102323-0,
2010102324-8,
2010102325-5,
2010102326-3,
2010102329-7,
2010102331-3,
2010102332-1,
2010102333-9,
2010102334-7,
2010102335-4,
2010102336-2,
2010102337-0,
2010102338-8,
2010102339-6,
2010102340-4,
2010102341-2,
2010102342-0,
2010102343-8,
2010102344-6,
2010102345-3,
2010102346-1,
2010102347-9,
2010102348-7,
2010102350-3,
2010102351-1,
2010102352-9,
2010102353-7,
2010102355-2,
2010102356-0,
2010102357-8,
2010102358-6,
2010102359-4,
2010102360-2,
2010102362-8,
2010102363-6,
2010102365-1,
2010102366-9,
2010102367-7,
2010102368-5,
2010102369-3,
2010102370-1,
2010102371-9,
2010102372-7,
2010102373-5,
2010102374-3,
2010102375-0,
2010102377-6,
2010102378-4,
2010102379-2,
2010102380-0,
2010102382-6,
2010102383-4,
2010102384-2,
2010102385-9,
2010102386-7,
2010102387-5,
2010102388-3,
2010102389-1,
2010102390-9,
2010102391-7,
2010102392-5,
2010102393-3,
2010102394-1,
2010102395-8,
2010102396-6,
2010102397-4,
2010102398-2,
2010102399-0,
2010102400-6,
2010102401-4,
2010102402-2,
2010102403-0,
2010102404-8,
2010102405-5,
2010102406-3,
2010102407-1,
2010102408-9,
2010102409-7,
2010102411-3,
2010102413-9,
2010102414-7,
2010102415-4,
2010102416-2,
2010102417-0,
2010102418-8,
2010102419-6,
2010102420-4,
2010102422-0,
2010102423-8,
2010102424-6,
2010102425-3,
2010102426-1,
2010102427-9,
2010102428-7,
2010102429-5,
2010102430-3,
2010102431-1,
2010102432-9,
2010102433-7,
2010102434-5,
2010102435-2,
2010102436-0,
2010102437-8,
2010102438-6,
2010102441-0,
2010102443-6,
2010102445-1,
2010102447-7,
2010102448-5,
2010102449-3,
2010102450-1,
2010102453-5,
2010102454-3,
2010102455-0,
2010102456-8,
2010102457-6,
2010102458-4,
2010102459-2,
2010102460-0,
2010102461-8,
2010102462-6,
2010102463-4,
2010102464-2,
2010102465-9,
2010102466-7,
2010102467-5,
2010102468-3,
2010102469-1,
2010102470-9,
2010102471-7,
2010102472-5,
2010102473-3,
2010102474-1,
2010102475-8,
2010102476-6,
2010102477-4,
2010102478-2,
2010102479-0,
2010102480-8,
2010102481-6,
2010102482-4,
2010102483-2,
2010102484-4,
2010102486-5,
2010102487-3,
2010102488-1,
2010102489-9,
2010102490-7,
2010102491-5,
2010102492-3,
2010102493-1,
2010102494-9,
2010102495-6,
2010102496-4,
2010102497-2,
2010102498-0,
2010102499-8,
2010102500-3,
2010102501-1,
2010102502-9,
2010102503-7,
2010102504-5,
2010102505-2,
2010102506-0,
2010102508-6,
2010102509-4,
2010102510-2,
2010102511-0,
2010102512-8,
2010102513-6,
2010102514-4,
2010102515-1,
2010102516-9,
2010102517-7,
2010102518-5,
2010102520-1,
2010102521-9,
2010102523-5,
2010102524-3,
2010102525-0,
2010102526-8,
2010102527-6,
2010102528-4,
2010102529-2,
2010102530-0,
2010102531-8,
2010102532-6,
2010102533-4,
2010102534-2,
2010102535-9,
2010102536-7,
2010102537-5,
2010102538-3,
2010102540-9,
2010102542-5,
2010102543-3,
2010102544-1,
2010102545-8,
2010102546-6,
2010102547-4,
2010102548-2,
201010254-9,
2010102549-0,
2010102550-8,
2010102551-6,
2010102552-4,
2010102553-2,
2010102554-0,
2010102555-7,
2010102556-5,
2010102557-3,
2010102559-9,
2010102560-7,
2010102562-3,
2010102563-1,
2010102564-9,
2010102565-6,
2010102566-4,
2010102567-2,
2010102568-0,
2010102569-8,
2010102570-6,
2010102571-4,
2010102572-2,
2010102574-8,
2010102575-5,
2010102576-3,
2010102577-1,
2010102578-9,
2010102579-7,
2010102580-5,
2010102581-3,
2010102582-1,
2010102583-9,
2010102584-7,
2010102585-4,
2010102586-2,
2010102587-0,
2010102589-6,
2010102590-4,
2010102591-2,
2010102592-0,
2010102593-8,
2010102594-6,
2010102595-3,
2010102597-9,
2010102598-7,
2010102600-1,
2010102601-9,
2010102602-7,
2010102604-3,
2010102605-0,
2010102606-8,
2010102607-6,
2010102608-4,
2010102609-2,
2010102610-0,
2010102611-8,
2010102612-6,
2010102613-4,
2010102614-2,
2010102615-9,
2010102616-7,
2010102617-5,
2010102618-3,
2010102619-1,
2010102620-9,
2010102621-7,
2010102622-5,
2010102623-3,
2010102624-1,
2010102625-8,
2010102626-6,
2010102627-4,
2010102628-2,
2010102629-0,
2010102630-8,
2010102631-6,
2010102632-4,
2010102633-2,
2010102634-0,
2010102635-7,
2010102636-5,
2010102637-3,
2010102638-1,
2010102639-9,
2010102640-7,
2010102641-5,
2010102642-3,
2010102643-1,
2010102644-9,
2010102645-6,
2010102646-4,
2010102647-2,
2010102648-0,
2010102649-8,
2010102650-6,
2010102651-4,
2010102653-0,
2010102654-8,
2010102655-5,
2010102656-3,
2010102657-1,
2010102658-9,
2010102659-7,
2010102661-3,
2010102662-1,
2010102663-9,
2010102664-7,
2010102665-4,
2010102666-2,
2010102667-0,
2010102668-8,
2010102669-6,
2010102670-4,
2010102671-2,
2010102672-0,
2010102673-8,
2010102674-6,
2010102675-3,
2010102676-1,
2010102677-9,
2010102678-7,
2010102679-5,
2010102680-3,
2010102681-1,
2010102681-5,
2010102682-9,
2010102683-9,
2010102685-2,
2010102686-0,
2010102687-8,
2010102688-6,
2010102689-4,
2010102690-2,
2010102691-0,
2010102692-8,
2010102693-6,
2010102694-4,
2010102695-1,
2010102696-9,
2010102697-7,
2010102698-5,
2010102699-3,
2010102700-9,
2010102701-7,
2010102702-5,
2010102703-3,
2010102704-1,
2010102705-8,
2010102706-6,
2010102707-4,
2010102708-2,
2010102709-0,
2010102710-8,
2010102711-6,
2010102712-4,
2010102713-2,
2010102714-0,
2010102715-7,
2010102716-5,
2010102717-3,
2010102718-1,
2010102719-9,
2010102720-7,
2010102721-5,
2010102722-3,
2010102723-1,
2010102724-9,
2010102725-6,
2010102726-4,
2010102727-2,
2010102728-0,
2010102729-8,
2010102730-6,
2010102731-4,
2010102732-2,
2010102733-0,
2010102734-8,
2010102735-5,
2010102737-1,
2010102738-9,
2010102739-7,
2010102740-5,
2010102741-3,
2010102742-1,
2010102743-9,
2010102744-7,
2010102745-4,
2010102746-2,
2010102747-0,
2010102748-8,
2010102749-6,
2010102750-4,
2010102751-2,
2010102752-0,
2010102753-8,
2010102754-6,
2010102755-3,
2010102756-1,
2010102757-9,
2010102758-7,
2010102759-5,
2010102760-3,
2010102761-1,
2010102763-7,
2010102764-5,
2010102765-2,
2010102766-0,
2010102767-8,
2010102769-4,
2010102770-2,
2010102771-0,
2010102772-8,
2010102773-6,
2010102774-4,
2010102775-1,
2010102776-9,
2010102777-7,
2010102778-5,
2010102779-3,
2010102780-1,
2010102782-7,
2010102783-5,
2010102784-3,
2010102785-0,
2010102786-8,
2010102787-6,
2010102788-4,
2010102789-2,
2010102790-0,
2010102792-6,
2010102793-4,
2010102794-2,
2010102795-9,
2010102796-7,
2010102797-5,
2010102798-3,
2010102800-7,
2010102801-5,
2010102802-3,
2010102803-1,
2010102804-9,
2010102805-6,
2010102806-4,
2010102807-2,
2010102808-0,
2010102809-8,
2010102810-6,
2010102811-4,
2010102812-2,
2010102813-0,
2010102814-8,
2010102815-5,
2010102816-3,
2010102817-1,
2010102818-9,
2010102819-7,
2010102820-5,
2010102821-3,
2010102822-1,
2010102823-9,
2010102824-7,
2010102825-4,
2010102826-2,
2010102827-0,
2010102828-8,
2010102829-6,
2010102830-4,
2010102831-2,
2010102832-0,
2010102834-6,
2010102835-3,
2010102836-1,
2010102837-9,
2010102838-7,
2010102839-5,
2010102840-3,
2010102841-1,
2010102842-9,
2010102843-7,
2010102844-5,
2010102846-0,
2010102847-8,
2010102848-6,
2010102849-4,
2010102850-2,
2010102851-0,
2010102852-8,
2010102853-6,
2010102854-4,
2010102855-1,
2010102856-9,
2010102857-7,
2010102858-5,
2010102859-3,
2010102860-1,
2010102861-9,
2010102862-7,
2010102863-5,
2010102864-3,
2010102865-0,
2010102866-8,
2010102867-6,
2010102868-4,
2010102869-2,
2010102870-0,
2010102871-8,
2010102872-6,
2010102873-4,
2010102875-9,
2010102876-7,
2010102877-5,
2010102878-3,
2010102879-1,
2010102880-9,
2010102881-7,
2010102882-5,
2010102883-3,
2010102884-1,
2010102885-8,
2010102886-6,
2010102887-4,
2010102888-2,
2010102889-0,
2010102890-8,
2010102891-6,
2010102892-4,
2010102894-0,
2010102895-7,
2010102896-5,
2010102897-3,
2010102898-1,
2010102899-9,
2010102900-5,
2010102901-3,
2010102902-1,
2010102903-9,
2010102904-7,
2010102905-4,
2010102906-2,
2010102907-0,
2010102908-8,
2010102909-6,
2010102910-4,
2010102912-0,
2010102913-8,
2010102914-6,
2010102915-3,
2010102916-1,
2010102917-9,
2010102918-7,
2010102919-5,
2010102920-3,
2010102922-9,
2010102923-7,
2010102924-5,
2010102925-2,
2010102926-0,
2010102928-6,
2010102929-4,
2010102930-2,
2010102931-0,
2010102932-8,
2010102933-6,
2010102934-4,
2010102937-7,
2010102938-5,
2010102939-3,
2010102940-1,
2010102941-9,
2010102942-7,
2010102943-5,
2010102944-3,
2010102945-0,
2010102946-8,
2010102947-6,
2010102948-4,
2010102950-0,
2010102951-8,
2010102952-6,
2010102953-4,
2010102954-2,
2010102955-9,
2010102956-7,
2010102957-5,
2010102958-3,
2010102959-1,
2010102960-9,
2010102962-5,
2010102963-3,
2010102964-1,
2010102965-8,
2010102966-6,
2010102967-4,
2010102968-2,
2010102970-8,
2010102971-6,
2010102972-4,
2010102973-2,
2010102975-7,
2010102976-5,
2010102977-3,
2010102978-1,
2010102979-9,
2010102980-7,
2010102981-5,
2010102982-3,
2010102983-1,
2010102984-9,
2010102985-6,
2010102986-4,
2010102987-2,
2010102988-0,
2010102989-8,
2010102990-6,
2010102991-4,
2010102992-2,
2010102993-0,
2010102994-8,
2010102995-5,
2010102996-3,
2010102998-9,
2010103000-3,
2010103001-1,
2010103002-9,
2010103003-7,
2010103005-2,
2010103006-0,
2010103007-8,
2010103008-6,
2010103009-4,
2010103010-2,
2010103011-0,
2010103012-8,
2010103014-4,
2010103015-1,
2010103016-9,
2010103017-7,
2010103018-5,
2010103019-3,
2010103020-1,
2010103021-9,
2010103022-7,
2010103023-5,
2010103024-3,
2010103025-0,
2010103026-8,
2010103027-6,
2010103028-4,
2010103029-2,
2010103030-0,
2010103032-6,
2010103032-9,
2010103033-4,
2010103034-2,
2010103035-9,
201010303603-4.DC,
201010303633-1.DC,
2010103038-3,
2010103039-1,
2010103040-9,
2010103042-5,
2010103043-3,
2010103044-1,
2010103045-8,
2010103046-6,
2010103047-4,
2010103048-2,
2010103049-0,
2010103051-6,
2010103052-4,
2010103053-2,
2010103054-0,
2010103055-7,
2010103056-5,
2010103058-1,
2010103060-7,
2010103061-5,
2010103062-3,
2010103064-9,
2010103065-6,
2010103066-4,
2010103067-2,
2010103068-0,
2010103068-8,
2010103070-6,
2010103072-2,
2010103073-0,
2010103074-8,
2010103076-3,
2010103077-1,
2010103078-9,
2010103079-7,
2010103080-5,
2010103081-3,
2010103082-1,
2010103083-9,
2010103084-7,
2010103085-4,
2010103086-2,
2010103087-0,
2010103088-8,
2010103089-6,
2010103090-4,
2010103091-2,
2010103092-0,
2010103093-8,
2010103094-6,
2010103095-3,
2010103096-1,
2010103097-9,
2010103098-7,
2010103099-5,
2010103100-1,
2010103101-9,
2010103102-7,
2010103103-5,
2010103104-3,
2010103105-0,
2010103106-8,
2010103107-6,
2010103108-4,
2010103109-2,
2010103110-0,
2010103111-8,
2010103112-6,
2010103113-4,
2010103114-2,
2010103115-9,
2010103116-7,
2010103117-5,
2010103118-3,
2010103119-1,
2010103120-9,
2010103121-7,
2010103122-5,
2010103123-3,
2010103124-1,
2010103126-6,
2010103127-4,
2010103128-2,
2010103129-0,
2010103130-8,
2010103131-6,
2010103132-4,
2010103133-2,
2010103134-0,
2010103135-7,
2010103136-5,
2010103137-3,
2010103138-1,
2010103139-9,
2010103140-7,
2010103141-5,
2010103142-3,
2010103143-1,
2010103144-9,
2010103145-6,
2010103146-4,
2010103147-2,
2010103148-0,
2010103149-8,
2010103150-6,
2010103152-2,
2010103153-0,
2010103154-8,
2010103155-5,
2010103156-3,
2010103157-1,
2010103158-9,
2010103159-7,
2010103160-5,
2010103161-3,
2010103162-1,
2010103163-9,
2010103164-7,
2010103165-4,
2010103166-2,
2010103167-0,
2010103168-8,
2010103169-6,
2010103170-4,
2010103172-0,
2010103173-8,
2010103174-6,
2010103175-3,
2010103176-1,
2010103177-9,
2010103178-7,
2010103179-5,
2010103180-3,
2010103181-1,
2010103182-9,
2010103184-5,
2010103185-2,
2010103186-0,
2010103187-8,
2010103188-6,
2010103190-2,
2010103191-0,
2010103192-8,
2010103193-6,
2010103194-4,
2010103195-1,
2010103196-9,
2010103197-7,
2010103198-5,
2010103199-3,
20101032004-1,
2010103200-9,
2010103201-7,
2010103202-5,
2010103203-3,
2010103205-8,
2010103206-6,
2010103208-2,
2010103209-0,
2010103210-8,
2010103211-6,
2010103212-4,
2010103214-0,
2010103215-7,
2010103217-3,
2010103218-1,
2010103220-7,
2010103221-5,
2010103222-3,
2010103223-1,
2010103224-9,
2010103227-2,
2010103228-0,
2010103229-8,
2010103230-6,
2010103231-4,
2010103232-2,
2010103233-0,
2010103234-8,
2010103235-5,
2010103236-3,
2010103237-1,
2010103238-9,
2010103239-7,
2010103240-5,
2010103241-3,
2010103242-1,
2010103243-9,
2010103244-7,
2010103245-4,
2010103246-2,
2010103247-0,
2010103248-8,
2010103249-6,
2010103251-2,
2010103252-0,
2010103253-8,
2010103254-6,
2010103255-3,
2010103256-1,
2010103257-9,
2010103258-7,
2010103259-5,
2010103260-3,
2010103261-1,
2010103262-9,
2010103263-7,
2010103264-5,
2010103265-2,
2010103265-9,
2010103266-0,
2010103267-8,
2010103268-0,
2010103268-6,
2010103269-4,
2010103270-2,
2010103271-0,
2010103272-8,
2010103273-6,
2010103274-4,
2010103275-1,
2010103276-9,
2010103277-7,
2010103278-5,
2010103279-3,
2010103280-1,
2010103281-9,
2010103282-7,
2010103283-5,
2010103284-3,
2010103285-0,
2010103286-8,
2010103287-6,
2010103288-4,
2010103289-2,
2010103290-0,
2010103291-8,
2010103292-6,
2010103293-4,
2010103294-2,
2010103295-9,
2010103296-7,
2010103297-5,
2010103298-3,
2010103299-1,
2010103300-7,
2010103301-5,
2010103302-3,
2010103303-1,
2010103304-9,
2010103305-6,
2010103306-4,
2010103307-2,
2010103308-0,
2010103309-8,
2010103310-6,
2010103311-4,
2010103312-2,
2010103313-0,
2010103314-8,
2010103315-5,
2010103316-3,
2010103317-1,
2010103318-9,
2010103319-7,
2010103320-5,
2010103321-3,
2010103322-1,
2010103324-7,
2010103325-4,
2010103326-2,
2010103327-0,
2010103328-8,
2010103329-6,
2010103330-4,
2010103331-2,
2010103332-0,
2010103333-8,
2010103334-6,
2010103335-3,
2010103336-1,
2010103337-9,
2010103338-7,
2010103339-5,
2010103340-3,
2010103341-1,
2010103342-9,
2010103343-7,
2010103344-5,
2010103345-5,
2010103346-0,
2010103347-8,
2010103348-6,
2010103349-4,
2010103352-8,
2010103353-6,
2010103354-4,
2010103355-1,
2010103356-9,
2010103357-7,
2010103358-5,
2010103359-3,
2010103360-1,
2010103361-9,
2010103363-5,
2010103364-3,
2010103365-0,
2010103366-8,
2010103367-6,
